Competition ID,Personal,Theme,Disc_ID,User_ID,Created At time,Created At Year,Created At Month,Created At Day_of_month
ID_528W,0,1.0,ID_VIH0CB,ID_EDOLTBN7,16:25:05.821891,1,1,24
ID_20XL,1,,ID_VO5G92,ID_RVY1NF6U,17:33:35.653511,1,3,23
ID_KU2G,1,,ID_BK1U4Y,ID_RVY1NF6U,17:33:46.336932,1,3,23
GeneralDiscussion,1,,ID_8NH5KJ,ID_ASNA9QS7,15:50:50.435105,1,12,31
GeneralDiscussion,1,,ID_68ZZUT,ID_92XXE97O,14:06:24.633442,1,12,20
ID_CFN7,0,,ID_J0G62C,ID_SYCH7URE,12:27:51.094760,1,5,15
ID_F7QD,0,,ID_61YQ0J,ID_SYCH7URE,06:07:42.619331,1,5,14
GeneralDiscussion,1,,ID_YPKVL1,ID_SYCH7URE,10:42:35.394951,1,5,14
GeneralDiscussion,1,,ID_I1XDO6,ID_VCZA1BWS,01:32:24.148813,1,3,30
GeneralDiscussion,1,,ID_R9SQVG,ID_H7PXEFAT,00:41:08.195780,1,2,30
ID_GAV9,1,,ID_OM1IIS,ID_H7PXEFAT,18:51:35.440621,1,3,2
ID_GAV9,0,5.0,ID_FWTYCO,ID_H7PXEFAT,11:13:40.316980,1,2,29
GeneralDiscussion,1,,ID_4NTWE5,ID_S713GRTM,15:53:39.882106,1,12,30
GeneralDiscussion,1,,ID_FHUFNE,ID_S713GRTM,16:29:03.568422,1,12,31
GeneralDiscussion,1,,ID_JXQV2X,ID_KMKR6WOQ,12:47:14.708496,1,5,15
GeneralDiscussion,1,,ID_U3VHCF,ID_RZF4AKGG,12:29:13.614760,1,3,31
ID_CFN7,0,1.0,ID_41EXH0,ID_UPC2QUCE,18:24:11.282337,1,5,25
GeneralDiscussion,1,,ID_DANBXO,ID_UPC2QUCE,11:16:53.438632,1,5,26
GeneralDiscussion,1,,ID_6VZPWW,ID_KABHY0IT,16:23:09.564588,1,5,4
ID_IMTG,0,1.0,ID_EDSIFD,ID_KABHY0IT,14:05:33.140389,1,5,15
GeneralDiscussion,0,,ID_GQ9YCS,ID_KABHY0IT,16:46:39.514555,1,5,7
GeneralDiscussion,1,,ID_BXMB7T,ID_KABHY0IT,07:36:14.045009,1,5,5
ID_WZ0H,0,,ID_Z4XB42,ID_KABHY0IT,08:42:06.203024,1,5,10
GeneralDiscussion,1,,ID_V61L0T,ID_IRDDWPB0,19:55:40.478375,1,2,27
GeneralDiscussion,1,,ID_5UXVL2,ID_2F218EUV,21:54:38.950412,1,1,15
GeneralDiscussion,1,,ID_5MJRT0,ID_2F218EUV,21:46:59.125376,1,1,15
ID_528W,0,1.0,ID_UI3DQF,ID_DMD15MNS,10:32:37.036929,1,1,14
GeneralDiscussion,1,,ID_6IRUYJ,ID_DMD15MNS,20:50:01.351364,1,1,4
GeneralDiscussion,1,,ID_V77PWT,ID_KNKV8AKO,11:54:40.590824,1,1,24
ID_JRC2,0,,ID_YBPMQ6,ID_2TZJGZBK,17:51:32.312878,1,2,20
GeneralDiscussion,1,,ID_7NZRTO,ID_GEZ1IPEH,14:41:21.798983,1,12,20
ID_BXIL,1,,ID_OSN1VD,ID_HIP3BBQE,11:52:04.285857,1,4,16
GeneralDiscussion,1,,ID_Y5B241,ID_IKUP3NOT,08:35:58.912387,1,5,15
GeneralDiscussion,1,,ID_1SJ9DK,ID_IKUP3NOT,06:43:29.082599,1,5,15
ID_528W,0,1.0,ID_AZ1OX9,ID_98KP92NY,10:45:49.998466,1,1,1
GeneralDiscussion,1,,ID_0H4NG2,ID_98KP92NY,10:35:21.805910,1,1,1
GeneralDiscussion,1,,ID_6SCLAM,ID_98KP92NY,10:44:44.303650,1,1,1
GeneralDiscussion,1,,ID_18EL2H,ID_98KP92NY,06:45:47.885470,1,12,31
GeneralDiscussion,1,,ID_498CDU,ID_3VY91NNJ,18:54:18.276977,1,11,27
GeneralDiscussion,1,,ID_UKZITJ,ID_WXIO8176,22:51:38.729026,1,12,28
ID_528W,0,1.0,ID_8S1OVP,ID_WXIO8176,13:23:38.512683,1,1,24
GeneralDiscussion,1,,ID_HMHEL1,ID_UWELNZ41,00:19:35.830818,1,2,24
GeneralDiscussion,1,,ID_G3OIA6,ID_5Y8QGZWR,18:47:47.706916,1,1,18
ID_IMTG,1,,ID_5P8RKA,ID_ZD20NJFA,13:54:34.555492,1,5,15
GeneralDiscussion,1,,ID_4BTZP9,ID_WZCG3HCV,09:19:45.241292,1,1,1
ID_528W,0,3.0,ID_O52TU4,ID_HC4BEZD4,08:16:09.972224,1,1,9
GeneralDiscussion,1,,ID_3ZV50S,ID_HC4BEZD4,06:50:50.258635,1,1,9
GeneralDiscussion,1,,ID_JZOGRG,ID_HC4BEZD4,18:53:15.930916,1,1,24
GeneralDiscussion,1,,ID_LAR8TW,ID_HC4BEZD4,18:58:24.650790,1,1,24
GeneralDiscussion,1,,ID_QYS0S9,ID_HC4BEZD4,19:06:19.445214,1,1,24
GeneralDiscussion,1,,ID_9Z59IU,ID_HC4BEZD4,19:16:07.188984,1,1,24
GeneralDiscussion,1,,ID_7OZ9Q4,ID_HC4BEZD4,06:47:21.868701,1,1,9
ID_528W,0,1.0,ID_VMAW54,ID_HC4BEZD4,11:09:20.631033,1,1,1
ID_528W,0,5.0,ID_HQOJBS,ID_HC4BEZD4,07:43:08.210636,1,1,22
GeneralDiscussion,1,,ID_70HYXV,ID_HC4BEZD4,19:01:41.805516,1,1,24
GeneralDiscussion,1,,ID_42GID0,ID_WW7YJL8G,14:15:14.494820,1,5,12
GeneralDiscussion,0,,ID_V1HD4X,ID_CNBSX785,12:15:06.733003,1,3,27
ID_20XL,1,,ID_WI3FDZ,ID_CNBSX785,12:21:03.091908,1,3,27
GeneralDiscussion,1,,ID_C35NGI,ID_CNBSX785,11:06:36.432031,1,1,1
GeneralDiscussion,1,,ID_68ROO3,ID_ZUYKQ8J0,16:25:36.745363,1,5,22
ID_IMTG,0,1.0,ID_JHOXXC,ID_ZUYKQ8J0,19:29:40.653069,1,5,19
GeneralDiscussion,1,,ID_7C7WJ0,ID_ZUYKQ8J0,16:21:12.343326,1,5,22
GeneralDiscussion,1,,ID_88YNHM,ID_ZUYKQ8J0,03:05:53.330898,1,5,23
GeneralDiscussion,1,,ID_ANOITC,ID_ZUYKQ8J0,16:23:46.637460,1,5,22
GeneralDiscussion,1,,ID_5417VD,ID_YUC7PJYV,10:31:32.255153,1,3,2
ID_WZ0H,1,,ID_AW3LDX,ID_YUC7PJYV,12:54:53.983191,1,5,16
ID_CFN7,1,,ID_NIHIZA,ID_YUC7PJYV,13:30:34.228520,1,5,16
ID_I9BN,1,,ID_2K3AJY,ID_AUMM233M,21:22:49.950323,1,2,22
GeneralDiscussion,1,,ID_Z5FZVT,ID_WANRNMZ8,01:53:28.470421,1,12,29
GeneralDiscussion,1,,ID_K3KSDE,ID_FXGDQSZW,22:38:41.076438,1,3,27
ID_GAV9,0,1.0,ID_CBUQIV,ID_7HVE1YV7,21:47:54.213038,1,2,30
GeneralDiscussion,1,,ID_MWWO4V,ID_VC62KOIX,22:42:00.450347,1,3,27
GeneralDiscussion,1,,ID_7Y9EXH,ID_7W0QA900,22:33:18.742952,1,2,30
GeneralDiscussion,1,,ID_HGRI6T,ID_QRKEM9KT,22:05:16.948559,1,1,14
ID_528W,0,1.0,ID_J2D0N2,ID_QRKEM9KT,21:55:15.872795,1,1,14
GeneralDiscussion,1,,ID_X5H9P8,ID_QRKEM9KT,22:20:30.066920,1,1,14
GeneralDiscussion,1,,ID_JKSO5J,ID_QRKEM9KT,22:07:59.919546,1,1,14
GeneralDiscussion,1,,ID_49NUI0,ID_NW3R9CMI,11:56:37.327060,1,4,24
GeneralDiscussion,1,,ID_DD37LG,ID_NW3R9CMI,11:53:49.866977,1,4,24
GeneralDiscussion,1,,ID_E97ZF2,ID_Q20AW5IZ,21:17:28.595472,1,2,14
ID_528W,0,1.0,ID_4PVVT3,ID_PQG4U6Z9,17:02:31.625564,1,1,11
GeneralDiscussion,1,,ID_10B2CG,ID_PQG4U6Z9,23:08:02.851247,1,1,19
GeneralDiscussion,1,,ID_GYIFLV,ID_PQG4U6Z9,01:34:10.054418,1,3,22
GeneralDiscussion,1,,ID_G27JU6,ID_PQG4U6Z9,01:37:09.705343,1,3,22
GeneralDiscussion,1,,ID_E3IBKR,ID_PQG4U6Z9,01:38:45.874220,1,3,22
GeneralDiscussion,1,,ID_EOCAHO,ID_PQG4U6Z9,07:05:50.277866,1,2,12
GeneralDiscussion,1,,ID_FCVEOR,ID_PQG4U6Z9,22:16:49.610428,1,1,10
GeneralDiscussion,1,,ID_DMZ22C,ID_55LOQV8Q,13:08:24.697212,1,5,18
GeneralDiscussion,1,,ID_EG4I3Y,ID_0KSQO71Z,14:28:24.423081,1,5,15
GeneralDiscussion,1,,ID_FPJBW6,ID_2OMCFIWQ,13:19:40.552911,1,4,17
GeneralDiscussion,1,,ID_W2IEUV,ID_RR5FJVY6,11:53:10.714609,1,1,22
ID_528W,0,1.0,ID_X3K36G,ID_RR5FJVY6,11:37:14.343605,1,1,22
GeneralDiscussion,1,,ID_QTNOLX,ID_6NWT2NGR,00:04:54.337452,1,1,3
GeneralDiscussion,1,,ID_1OB7VA,ID_6NWT2NGR,10:49:12.154271,1,1,8
GeneralDiscussion,1,,ID_TA637H,ID_6NWT2NGR,00:18:30.557706,1,1,3
ID_PDKH,0,,ID_IWGQLO,ID_UL7A36RS,12:10:26.994021,1,1,22
GeneralDiscussion,1,,ID_S9QRM6,ID_NSFBX73P,08:24:45.292928,1,4,1
GeneralDiscussion,1,,ID_2RGBWX,ID_6PQ9N853,08:17:34.480495,1,11,4
GeneralDiscussion,1,,ID_98D6WT,ID_1XM06XJI,11:15:10.170631,1,3,2
ID_GAV9,1,,ID_OBLJ2V,ID_1XM06XJI,18:40:29.494306,1,3,3
GeneralDiscussion,1,,ID_ME59CY,ID_MB6CO471,14:32:14.724011,1,5,7
GeneralDiscussion,1,,ID_OV20OL,ID_CKAKK7W8,14:32:22.680596,1,5,15
GeneralDiscussion,1,,ID_MDLK0U,ID_CA3H0W7V,09:39:22.702135,1,3,6
ID_GAV9,0,5.0,ID_7T2FVD,ID_BLDFNDJI,03:10:22.534749,1,3,2
ID_GAV9,0,5.0,ID_42V5DK,ID_BLDFNDJI,03:07:28.831953,1,3,2
GeneralDiscussion,1,,ID_8N1MH6,ID_BLDFNDJI,22:27:10.892523,1,3,2
GeneralDiscussion,1,,ID_K1TWVI,ID_QO22WG95,09:03:23.430752,1,4,26
GeneralDiscussion,1,,ID_REAPC9,ID_IF1EMH2D,13:33:21.854645,1,5,18
GeneralDiscussion,1,,ID_WLTBR8,ID_HWAO3KXZ,11:46:52.835146,1,1,14
ID_I9BN,0,,ID_KH5F2O,ID_S6SPDL0X,02:10:11.696523,1,2,10
GeneralDiscussion,1,,ID_J8CROW,ID_6FWB89V7,17:21:05.217983,1,1,11
ID_528W,0,3.0,ID_LZETUI,ID_6FWB89V7,09:24:17.887742,1,1,8
ID_528W,0,3.0,ID_RAFDGN,ID_6FWB89V7,21:36:13.593966,1,1,8
ID_528W,0,1.0,ID_2WS956,ID_6FWB89V7,21:31:41.002460,1,1,8
GeneralDiscussion,1,,ID_ACP61T,ID_6FWB89V7,13:36:40.340846,1,5,26
ID_GAV9,1,,ID_6G7EW4,ID_B2V5IS2D,18:51:06.321975,1,3,4
GeneralDiscussion,1,,ID_YK8HLM,ID_Y40PCCG2,22:28:59.217345,1,4,14
GeneralDiscussion,1,,ID_1T5AVY,ID_60X2HO6M,11:46:17.243327,1,1,28
GeneralDiscussion,1,,ID_CTG5GB,ID_60X2HO6M,11:41:36.848236,1,1,28
GeneralDiscussion,1,,ID_VGZ0A4,ID_5F9NZW6M,13:05:28.042531,1,1,24
GeneralDiscussion,1,,ID_FFB7MD,ID_5F9NZW6M,14:07:24.371738,1,1,14
GeneralDiscussion,1,,ID_LA755K,ID_5F9NZW6M,14:11:28.369838,1,1,14
GeneralDiscussion,1,,ID_13OFL3,ID_ISFHFK93,15:57:29.825694,1,12,24
ID_I9BN,0,3.0,ID_QRB7F0,ID_GQ2I7AMG,07:01:08.832329,1,3,15
GeneralDiscussion,1,,ID_HV3NDY,ID_RSFCWTSQ,15:27:22.931036,1,2,8
GeneralDiscussion,1,,ID_O9ELBK,ID_J1DNV3PX,09:22:06.579679,1,11,8
GeneralDiscussion,1,,ID_UTZ9NA,ID_J1DNV3PX,13:35:05.719339,1,12,4
GeneralDiscussion,1,,ID_KIOWAW,ID_J1DNV3PX,12:35:55.684631,1,12,18
GeneralDiscussion,1,,ID_B4Z5JQ,ID_J1DNV3PX,12:31:42.932101,1,12,18
GeneralDiscussion,1,,ID_JU4W4O,ID_J1DNV3PX,08:19:48.217355,1,12,5
GeneralDiscussion,0,,ID_G3UT22,ID_J1DNV3PX,10:13:41.924326,1,12,3
GeneralDiscussion,1,,ID_HJ2878,ID_J1DNV3PX,09:00:28.547931,1,11,10
GeneralDiscussion,1,,ID_B0YGL4,ID_J1DNV3PX,10:16:38.540838,1,12,4
GeneralDiscussion,1,,ID_ZIZFPP,ID_J1DNV3PX,10:26:30.486092,1,12,16
GeneralDiscussion,1,,ID_16T36X,ID_J1DNV3PX,11:37:27.526136,1,12,16
GeneralDiscussion,1,,ID_1OFJUD,ID_J1DNV3PX,12:15:50.721067,1,12,3
GeneralDiscussion,1,,ID_R2E7MI,ID_J1DNV3PX,10:35:51.797528,1,12,4
GeneralDiscussion,1,,ID_BLUGGB,ID_5MT9BGHX,15:23:58.804766,1,1,7
GeneralDiscussion,1,,ID_TFSC4K,ID_6PUTTSE0,13:21:00.224633,1,4,24
GeneralDiscussion,1,,ID_4LFTM2,ID_0M2LXT1A,19:44:53.433528,1,4,13
ID_GAV9,1,,ID_N7NVQL,ID_RGQ5CMRT,11:36:54.212400,1,3,4
ID_GAV9,0,1.0,ID_6VU7N8,ID_5EKYEEGO,19:05:36.591371,1,2,22
ID_GAV9,0,,ID_Q9WT9E,ID_5EKYEEGO,08:28:03.151481,1,2,26
GeneralDiscussion,1,,ID_IBYR1Z,ID_F6SA2BTI,13:52:02.200905,1,11,29
ID_WZ0H,1,,ID_6YZFAT,ID_0QPF6Q8V,14:27:52.636760,1,4,12
GeneralDiscussion,1,,ID_WDV8Z9,ID_0QPF6Q8V,14:33:36.316701,1,4,12
ID_XZ71,1,,ID_VU1PLH,ID_0QPF6Q8V,09:30:00.471508,1,4,30
GeneralDiscussion,1,,ID_IW9T3U,ID_R9QMVA0T,06:52:29.942589,1,2,8
ID_8B8I,1,,ID_N09MUK,ID_R9QMVA0T,16:05:20.792936,1,1,24
GeneralDiscussion,1,,ID_P5ZKI2,ID_I09B5SAE,12:25:58.536531,1,4,5
GeneralDiscussion,1,,ID_RBMDW0,ID_29WTP570,15:39:28.871756,1,1,3
ID_528W,0,1.0,ID_EY4LOW,ID_29WTP570,13:01:39.995382,1,1,3
GeneralDiscussion,1,,ID_CFVQ12,ID_ME2PQHBO,19:35:29.852599,1,2,25
ID_GR92,0,,ID_CKQCTO,ID_8NLD13PJ,17:39:02.609700,1,12,31
GeneralDiscussion,1,,ID_OXMYG8,ID_XKACHNUY,16:49:20.349274,1,4,17
GeneralDiscussion,1,,ID_AUECNM,ID_GNVAMSW8,14:34:29.076212,1,3,9
GeneralDiscussion,1,,ID_SY5CR9,ID_0HI8E3M8,09:11:52.389336,1,5,11
GeneralDiscussion,1,,ID_7QYRM8,ID_0HI8E3M8,09:14:55.583563,1,5,11
GeneralDiscussion,1,,ID_5K0A2S,ID_0HI8E3M8,19:38:42.942998,1,5,7
GeneralDiscussion,1,,ID_RG1C9D,ID_0HI8E3M8,09:12:40.561904,1,5,11
GeneralDiscussion,1,,ID_4AUHHY,ID_ZVUOMC0S,13:09:12.874549,1,3,4
ID_GAV9,1,,ID_S7DTW0,ID_ZVUOMC0S,13:35:55.556486,1,3,4
GeneralDiscussion,1,,ID_5XGRLL,ID_C78MA4IQ,13:46:18.992703,1,1,24
GeneralDiscussion,0,,ID_4KVJDK,ID_C78MA4IQ,14:09:33.468367,1,1,24
GeneralDiscussion,1,,ID_OOKKC3,ID_C0QUD2KC,18:43:52.125435,1,11,29
GeneralDiscussion,1,,ID_HW4QRK,ID_FBK68GYA,22:21:56.327924,1,11,29
GeneralDiscussion,1,,ID_UTPB0L,ID_5AS1L1EJ,03:09:42.503271,1,2,30
GeneralDiscussion,1,,ID_NEB2JH,ID_IF3PQUIP,13:34:26.960079,1,3,4
GeneralDiscussion,1,,ID_OVM21M,ID_ZHQ23E49,15:10:25.845591,1,5,18
GeneralDiscussion,1,,ID_ZB1YQC,ID_D85872UY,13:55:59.924061,1,4,3
GeneralDiscussion,1,,ID_XOUTWU,ID_KO0G10SE,17:21:59.920133,1,4,17
GeneralDiscussion,1,,ID_W38W66,ID_PCOK6YYS,02:42:22.408456,1,12,31
GeneralDiscussion,1,,ID_1M7DXO,ID_ZLW4C9XI,14:17:47.899796,1,1,24
GeneralDiscussion,1,,ID_L2FILM,ID_TZL5UD00,14:10:30.656385,1,1,24
GeneralDiscussion,1,,ID_5UXRVW,ID_U2EZCKOO,18:31:45.035293,1,5,15
GeneralDiscussion,1,,ID_CDZK0M,ID_W9C72G00,13:36:30.262457,1,3,16
GeneralDiscussion,1,,ID_5GUBOY,ID_W9C72G00,09:10:00.130233,1,4,2
ID_56O8,0,,ID_1EG4RX,ID_4DS3ZDJ2,08:49:54.260845,1,2,25
ID_528W,0,1.0,ID_LC5LJX,ID_4DS3ZDJ2,08:58:55.387463,1,1,9
GeneralDiscussion,1,,ID_IXR7D3,ID_M6F99Q39,13:20:40.504432,1,1,14
GeneralDiscussion,1,,ID_GNE9FC,ID_MNUN0Q5A,09:27:51.180978,1,1,3
ID_GAV9,1,,ID_PG3740,ID_NBEX82AU,14:09:03.844568,1,2,29
ID_GAV9,1,,ID_E2ZZLG,ID_011YM9VH,12:22:36.168698,1,3,2
GeneralDiscussion,1,,ID_56HUHN,ID_011YM9VH,17:41:56.080928,1,3,2
GeneralDiscussion,1,,ID_HS0VKP,ID_SIYSHXTJ,06:37:02.277182,1,3,29
ID_7YDI,1,,ID_1FZY8W,ID_BEBFF4DG,05:50:59.192603,1,2,15
GeneralDiscussion,1,,ID_CJ3TMR,ID_0RJ4YV3T,07:49:46.211901,1,5,20
GeneralDiscussion,1,,ID_ZQRYOA,ID_0RJ4YV3T,08:27:10.722917,1,5,20
GeneralDiscussion,0,,ID_7BVKP9,ID_0RJ4YV3T,08:22:13.028168,1,5,20
GeneralDiscussion,1,,ID_3Z34QM,ID_0RJ4YV3T,07:53:16.179785,1,5,20
ID_I9BN,1,,ID_DB0J8V,ID_SDBE69DC,17:46:51.069970,1,1,18
GeneralDiscussion,1,,ID_B9ZYZ1,ID_K910RT3K,18:29:36.514595,1,12,17
GeneralDiscussion,1,,ID_V5T2LM,ID_JHN8E969,18:55:51.044824,1,2,11
GeneralDiscussion,1,,ID_Q25CYY,ID_9PC08XPE,10:11:18.727592,1,1,3
GeneralDiscussion,1,,ID_LI8S2J,ID_1JOM93SV,03:49:37.845375,1,3,30
GeneralDiscussion,0,,ID_CSDAUN,ID_2PWSZDX8,12:26:44.855933,1,3,2
GeneralDiscussion,1,,ID_C4HAOZ,ID_ROZYLMJ1,15:23:14.335348,1,3,8
ID_528W,0,1.0,ID_OEPBI2,ID_AQIBV924,16:58:37.280431,1,1,21
GeneralDiscussion,1,,ID_N2R95F,ID_AQIBV924,17:02:31.740576,1,1,21
ID_528W,0,,ID_UKIIYZ,ID_AQIBV924,17:01:48.963489,1,1,21
GeneralDiscussion,1,,ID_J3ZCRX,ID_AQIBV924,18:26:48.404885,1,1,29
GeneralDiscussion,1,,ID_8POR2V,ID_IC6X6JS3,17:02:11.589377,1,2,31
GeneralDiscussion,1,,ID_K7BXO9,ID_R6I7YJEQ,08:10:24.693210,1,5,20
GeneralDiscussion,1,,ID_H6J5BG,ID_XDHRZOO5,14:10:18.895833,1,2,29
ID_JRC2,0,,ID_ZAYSD1,ID_5PLV4HLM,18:40:35.437541,1,3,16
ID_GAV9,0,1.0,ID_YCS19P,ID_KV3S14FS,07:36:40.036772,1,3,2
ID_GAV9,1,,ID_YB13OA,ID_KV3S14FS,03:08:23.579873,1,3,2
ID_7YDI,1,,ID_BLNNZD,ID_PCUKW6YQ,05:56:56.594469,1,2,15
GeneralDiscussion,1,,ID_5D1PPN,ID_AEVTL8NZ,16:21:40.853731,1,4,28
ID_528W,0,,ID_QNN63N,ID_7ICXZH0P,10:42:20.714477,1,12,29
GeneralDiscussion,1,,ID_MWKX93,ID_7ICXZH0P,13:05:25.170308,1,12,29
ID_528W,0,,ID_NUHWLL,ID_R28FKHBO,18:09:34.200846,1,1,30
ID_GR92,0,,ID_XIW6GY,ID_4856WUKZ,23:30:40.731113,1,1,3
GeneralDiscussion,1,,ID_1QNXNE,ID_4856WUKZ,15:57:12.965875,1,1,4
ID_GR92,0,1.0,ID_EXHMZ5,ID_4856WUKZ,22:04:10.672668,1,1,3
GeneralDiscussion,1,,ID_LX9C0R,ID_A7AERWZQ,18:29:14.748773,1,1,30
GeneralDiscussion,1,,ID_I06IV9,ID_YUJ5Z02R,09:21:12.119766,1,12,29
GeneralDiscussion,0,,ID_FQGAWW,ID_U201XKVA,14:58:15.999035,1,2,21
GeneralDiscussion,1,,ID_INCV3Q,ID_U201XKVA,19:21:28.948338,1,2,20
ID_GAV9,0,,ID_QGI2K9,ID_U201XKVA,19:19:31.124179,1,2,20
GeneralDiscussion,1,,ID_Z3ZSN4,ID_IPEGTG1X,05:36:23.737459,1,2,29
ID_8DGC,0,,ID_4F10F7,ID_J687MZVQ,21:02:51.329591,1,5,15
ID_7YDI,1,,ID_ILVXU4,ID_P7K6NTCC,06:12:41.024840,1,2,15
GeneralDiscussion,1,,ID_YPE2XB,ID_ASF2Z800,09:13:50.793114,1,1,20
ID_8B8I,1,,ID_WP7PFE,ID_ASF2Z800,19:28:54.242265,1,1,24
ID_20XL,1,,ID_6YEI28,ID_ASF2Z800,19:28:54.141089,1,1,24
GeneralDiscussion,1,,ID_9408WB,ID_4QN8K0FL,00:46:00.590562,1,1,8
ID_7CF2,0,1.0,ID_TQO70E,ID_WJZ31GIS,08:41:47.012370,1,2,23
ID_45W9,1,,ID_YPWJT1,ID_WJZ31GIS,09:48:22.417501,1,2,9
GeneralDiscussion,1,,ID_AKIFL8,ID_0I8QIFQ1,09:56:43.610361,1,12,29
GeneralDiscussion,1,,ID_TIPZFO,ID_3DNKAWRQ,22:54:10.281891,1,3,5
ID_HCN1,1,,ID_Q8J0AJ,ID_DK6FQW63,17:00:23.502915,1,5,5
GeneralDiscussion,1,,ID_6YIIWC,ID_5FNLWIOD,19:32:42.535906,1,2,11
ID_528W,0,,ID_IE0X05,ID_SD1IV0P4,19:57:46.475627,1,1,9
ID_528W,0,,ID_1ID2D8,ID_GKRH4XL7,04:57:52.131399,1,12,31
ID_GAV9,1,,ID_STVEIM,ID_1WVG7CNI,21:56:43.768402,1,3,5
GeneralDiscussion,1,,ID_S4YVP8,ID_43KXFZRW,14:12:19.748144,1,2,29
GeneralDiscussion,0,4.0,ID_W45J3U,ID_34TKE5A6,11:24:08.813583,1,4,26
ID_F7QD,0,5.0,ID_457SEL,ID_34TKE5A6,11:14:35.302702,1,4,25
GeneralDiscussion,1,,ID_3RBJZ4,ID_34TKE5A6,11:21:38.213274,1,4,25
ID_JRC2,0,1.0,ID_D3G7IL,ID_9UT1EQ33,15:23:13.829492,1,3,10
ID_528W,0,1.0,ID_KFGQRF,ID_9UT1EQ33,19:21:01.998829,1,1,20
ID_528W,0,1.0,ID_1CRFE0,ID_9UT1EQ33,09:23:17.882238,1,1,23
GeneralDiscussion,1,,ID_MVH097,ID_RZPQWNK7,06:07:53.449351,1,12,31
ID_528W,0,1.0,ID_2FV7GY,ID_RZPQWNK7,20:07:37.960252,1,12,29
GeneralDiscussion,1,,ID_AFDPYQ,ID_HQD5QUTJ,15:37:34.591969,1,3,4
ID_GAV9,1,,ID_O7KYVM,ID_3TJYUOYN,19:26:04.667864,1,3,5
GeneralDiscussion,1,,ID_7UXLD7,ID_O3DONS0F,17:26:23.164597,1,2,21
GeneralDiscussion,0,,ID_61582F,ID_O3DONS0F,17:11:34.715030,1,2,21
GeneralDiscussion,1,,ID_72ZNNL,ID_JAGR33YS,12:49:09.929556,1,12,29
GeneralDiscussion,1,,ID_RTEMZP,ID_P68EYVGD,05:19:17.598831,1,2,25
GeneralDiscussion,1,,ID_ZOAQ3T,ID_P68EYVGD,02:39:23.204988,1,2,28
GeneralDiscussion,1,,ID_KBKRFH,ID_P68EYVGD,16:16:35.570499,1,3,13
GeneralDiscussion,1,,ID_4TMFCU,ID_P68EYVGD,05:17:38.571050,1,2,25
GeneralDiscussion,1,,ID_943P3Y,ID_P68EYVGD,05:08:01.348356,1,2,25
GeneralDiscussion,1,,ID_QWZ364,ID_P68EYVGD,05:15:41.476204,1,2,25
GeneralDiscussion,1,,ID_BZVBOF,ID_P68EYVGD,05:30:23.931802,1,2,25
GeneralDiscussion,1,,ID_V5431U,ID_RQEQ74SK,13:03:11.426735,1,12,29
ID_528W,0,3.0,ID_GWZR2P,ID_0SXRNUSA,16:22:58.061681,1,1,7
ID_JRC2,0,1.0,ID_EBFMSH,ID_0SXRNUSA,21:39:21.430334,1,3,11
ID_JRC2,0,2.0,ID_FB4P96,ID_0SXRNUSA,22:24:40.565292,1,3,12
ID_528W,0,2.0,ID_G0JSD2,ID_0SXRNUSA,16:56:21.054982,1,2,3
ID_GR92,1,,ID_4KA6SY,ID_5KIKCV5C,12:48:53.884568,1,1,26
GeneralDiscussion,1,,ID_6QK25Q,ID_XZYXGAN6,12:41:46.631244,1,3,27
GeneralDiscussion,1,,ID_XREUCH,ID_A8EW7SV5,06:18:23.233125,1,11,15
GeneralDiscussion,1,,ID_B7HFEF,ID_C4YWC2KV,16:31:04.081089,1,5,3
GeneralDiscussion,1,,ID_TXDF7E,ID_C4YWC2KV,22:17:16.255390,1,4,22
GeneralDiscussion,1,,ID_RBUJ8N,ID_C4YWC2KV,20:59:15.781530,1,4,17
GeneralDiscussion,1,,ID_UET35E,ID_C4YWC2KV,20:53:59.558955,1,4,17
GeneralDiscussion,1,,ID_I7X5EO,ID_C4YWC2KV,22:43:54.922232,1,4,21
GeneralDiscussion,1,,ID_IQ45ME,ID_C4YWC2KV,11:44:57.373539,1,5,7
GeneralDiscussion,1,,ID_WZNPRQ,ID_8NID9ABC,14:42:55.716670,1,2,15
GeneralDiscussion,1,,ID_KWH4JO,ID_8NID9ABC,15:18:41.028018,1,2,15
GeneralDiscussion,1,,ID_VKGLFA,ID_8NID9ABC,14:52:05.218956,1,2,15
GeneralDiscussion,1,,ID_SGKXLH,ID_8NID9ABC,16:17:43.880093,1,2,15
GeneralDiscussion,1,,ID_VR08XO,ID_V5EKHIAA,07:24:16.244932,1,2,14
ID_7YDI,1,,ID_9XI8LA,ID_V5EKHIAA,13:15:09.350420,1,2,15
GeneralDiscussion,1,,ID_0V8W2D,ID_JW0XFUR6,16:31:22.774947,1,3,4
GeneralDiscussion,1,,ID_KBHVGY,ID_CKUIQ0XV,19:29:38.450748,1,5,14
ID_F7QD,0,,ID_ZKFHYF,ID_94E1O094,18:00:11.603048,1,4,16
GeneralDiscussion,1,,ID_XD3Z5F,ID_YCIFFCJA,05:33:33.358534,1,1,8
GeneralDiscussion,1,,ID_QR596Z,ID_XU39Q62W,07:25:29.910685,1,2,14
GeneralDiscussion,0,,ID_J9YPVQ,ID_XU39Q62W,07:28:11.011150,1,2,14
