Disc_ID,User_ID,Created At time,Created At Year,Created At Month,Created At Day_of_month
ID_VMAW54,ID_KF4PI76O,23:29:05.468738,1,1,7
ID_VKQCEJ,ID_KF4PI76O,14:20:49.303705,1,1,23
ID_RB6G64,ID_KF4PI76O,23:32:20.904019,1,1,7
ID_O52TU4,ID_2TRNWL76,08:56:15.476485,1,1,9
ID_183IIQ,ID_2TRNWL76,07:24:11.450111,1,1,14
ID_O52TU4,ID_5MT9BGHX,10:19:02.068795,1,1,9
ID_O52TU4,ID_CAF56X8R,12:39:23.083496,1,1,9
ID_LC5LJX,ID_CAF56X8R,12:39:20.647277,1,1,9
ID_O52TU4,ID_WKE4ZMZH,13:40:27.244212,1,1,9
ID_O52TU4,ID_PIIAYJVO,01:26:26.389680,1,1,18
ID_O52TU4,ID_NCZM5RWJ,19:35:46.968570,1,1,9
ID_O52TU4,ID_NDF6HRIQ,05:39:04.202801,1,1,18
ID_LC5LJX,ID_NDF6HRIQ,05:38:23.419739,1,1,18
ID_VIH0CB,ID_LSFLNLSY,13:52:59.024526,1,1,25
ID_4PVVT3,ID_LSFLNLSY,18:00:22.496859,1,1,11
ID_4NTWE5,ID_6NWT2NGR,23:28:44.858263,1,12,31
ID_AZ1OX9,ID_6NWT2NGR,11:37:18.479293,1,1,1
ID_LC5LJX,ID_6NWT2NGR,17:51:50.583076,1,1,9
ID_RAFDGN,ID_KSX7XHWI,21:54:55.261884,1,1,13
ID_RAFDGN,ID_CJSRH1UI,13:03:22.590898,1,1,11
ID_RAFDGN,ID_XJXURQNL,21:41:47.900182,1,1,13
ID_4PVVT3,ID_XJXURQNL,21:41:30.488620,1,1,13
ID_183IIQ,ID_XJXURQNL,10:37:30.731697,1,1,14
ID_RAFDGN,ID_GAO6MXXR,13:47:17.747490,1,1,23
ID_5BM2LU,ID_RPGHKEPG,11:34:45.916165,1,1,3
ID_AZ1OX9,ID_K826E45C,13:27:34.087474,1,1,1
ID_AZ1OX9,ID_SJD8B05K,14:44:32.474071,1,1,1
ID_AZ1OX9,ID_UMS75BV8,15:46:28.540721,1,1,11
ID_AZ1OX9,ID_HEVCM22Q,19:10:20.517084,1,1,1
ID_LC5LJX,ID_LU9CRF87,16:54:57.277821,1,1,13
ID_LC5LJX,ID_WOUV6BPC,11:35:05.132975,1,1,9
ID_4PVVT3,ID_WOUV6BPC,19:33:17.724175,1,1,13
ID_LC5LJX,ID_R00AHTOY,13:25:51.415412,1,1,15
ID_EXHMZ5,ID_4856WUKZ,22:07:34.942994,1,1,3
ID_EXHMZ5,ID_69ERQ6DX,22:07:59.735726,1,1,3
ID_MZC11A,ID_C78MA4IQ,10:13:25.320650,1,1,26
ID_XCC6W4,ID_2PM1IV9P,19:49:59.966114,1,1,5
ID_MNL3DD,ID_G9S6K2SW,14:04:07.119791,1,1,17
ID_MNL3DD,ID_3D9A1LYM,12:53:45.609107,1,1,15
ID_MNL3DD,ID_OSRWTQ0L,12:47:57.815832,1,1,25
ID_MNL3DD,ID_QW10DJGV,12:36:12.789221,1,1,23
ID_A1S4P3,ID_8V5LX70S,11:53:25.220503,1,1,25
ID_JU4W4O,ID_J1DNV3PX,08:28:10.064130,1,12,5
ID_JU4W4O,ID_J1DNV3PX,08:29:11.069614,1,12,5
ID_ZIZFPP,ID_J1DNV3PX,10:28:28.066001,1,12,16
ID_16T36X,ID_J1DNV3PX,11:38:56.007856,1,12,16
ID_OIGXGK,ID_TELWELZ0,15:52:37.106540,1,1,9
ID_31HAFP,ID_BWDAPEER,21:38:50.891849,1,1,5
ID_XFR0NE,ID_BWDAPEER,21:37:47.395274,1,1,5
ID_BLNNZD,ID_PCUKW6YQ,06:09:32.530473,1,2,15
ID_22LTZ1,ID_C4MFVBRV,12:45:28.983980,1,2,16
ID_4PVVT3,ID_YCIFFCJA,17:14:37.574965,1,1,11
ID_CZWVHQ,ID_3YX1PGJ1,14:02:51.545438,1,12,28
ID_VU85LR,ID_UVOAJFFR,11:00:49.069088,1,1,1
ID_VU85LR,ID_YVGPS54D,10:55:22.419127,1,1,9
ID_VU85LR,ID_LZ6CHUFU,11:46:49.289262,1,1,1
ID_VU85LR,ID_XH4PIFYL,20:49:27.311025,1,12,28
ID_VU85LR,ID_EMWATOK0,21:24:22.141143,1,1,5
ID_VU85LR,ID_UUSRFKUL,15:15:27.648920,1,1,9
ID_VU85LR,ID_A0V01O79,15:11:17.883843,1,1,21
ID_WKN6I8,ID_6RUX54I5,13:56:15.484417,1,12,19
ID_UQJ7N1,ID_E4LZLFAX,19:52:18.265020,1,1,21
ID_UQJ7N1,ID_E4LZLFAX,18:04:30.893264,1,1,22
ID_97T4NW,ID_YBKATRP2,10:51:00.213384,1,12,13
ID_8OGEVB,ID_2LHVWF4A,13:34:02.352858,1,12,16
ID_3O6J83,ID_SEV7OJW9,19:35:25.147138,1,1,16
ID_3O6J83,ID_SEV7OJW9,13:32:42.628876,1,1,21
ID_WP7PFE,ID_ASF2Z800,11:08:28.069853,1,1,25
ID_WP7PFE,ID_ASF2Z800,11:09:55.476546,1,1,25
ID_N09MUK,ID_ASF2Z800,16:07:19.116600,1,1,24
ID_N09MUK,ID_ASF2Z800,16:06:53.824530,1,1,24
ID_WXIWC8,ID_4JWH40NF,15:22:14.841288,1,1,21
ID_WXIWC8,ID_EHL6XACL,16:11:32.796701,1,1,21
ID_KFGQRF,ID_R48FY71V,14:41:52.154051,1,1,25
ID_XJD6LF,ID_NOY58Z0R,19:48:32.294268,1,1,3
ID_AJORM6,ID_G0CFJH9Z,12:39:00.893455,1,1,23
ID_4R4V7V,ID_JKCAR4CP,13:40:41.651137,1,1,25
ID_ILVXU4,ID_P7K6NTCC,06:29:55.223702,1,2,15
ID_ZGEWPJ,ID_LNXTXN3P,22:32:47.360368,1,1,5
ID_DK2VV3,ID_L9ELDRMB,06:12:27.399835,1,1,14
ID_DK2VV3,ID_GPXBD1BG,06:11:25.314720,1,1,14
ID_5MJRT0,ID_2F218EUV,21:53:36.148890,1,1,15
ID_RMQMJA,ID_9W2RXCMI,14:06:35.178439,1,1,23
ID_V5431U,ID_RQEQ74SK,13:03:58.602412,1,12,29
ID_V5431U,ID_7ICXZH0P,13:04:38.747046,1,12,29
