Competition ID,Participant Type,Successful Submission Count,User_ID,Created At time,Created At Year,Created At Month,Created At Day_of_month
ID_OAR6,1,,ID_RH947H53,19:40:41.748286,1,3,23
ID_IV5D,1,,ID_RCDNXZFZ,19:56:35.249724,1,11,21
ID_JRC2,1,,ID_V56N4FNY,16:16:52.072420,1,1,12
ID_6E1C,1,,ID_V56N4FNY,21:45:54.922699,1,1,14
ID_AS79,1,count 10,ID_7ZB5GPXA,09:43:21.413284,1,12,20
ID_WPP3,1,,ID_MSF6XQ1V,10:46:11.160604,1,11,29
ID_ZN92,1,count 10,ID_MSF6XQ1V,10:46:11.144043,1,11,29
ID_F7QD,1,,ID_B6CJ1R1A,09:00:51.359202,1,3,9
ID_F7QD,1,,ID_5X1DA5ZH,21:52:43.636210,1,3,3
ID_GWL0,1,,ID_HHOWABB4,13:20:02.550981,1,11,25
ID_GWL0,1,,ID_YWEUJIIJ,13:20:11.199225,1,11,25
ID_GWL0,1,,ID_4FE9YLP9,13:30:19.320411,1,11,27
ID_IV5D,1,count 10,ID_TDCU263A,09:52:37.094453,1,11,22
ID_5NAE,1,,ID_TDCU263A,10:22:39.255291,1,3,29
ID_89DI,1,count 10,ID_TDCU263A,10:06:44.578251,1,3,29
ID_BXIL,1,,ID_TDCU263A,09:41:02.775094,1,4,20
ID_X2AS,1,,ID_TDCU263A,02:57:56.005426,1,3,30
ID_9TS1,1,,ID_TDCU263A,02:59:26.752015,1,3,30
ID_1CTF,1,,ID_TDCU263A,09:43:40.183084,1,4,20
ID_WOVD,1,,ID_5SDLCOM9,10:54:06.274513,1,11,29
ID_20XL,1,,ID_WVJYUAAE,09:43:02.898106,1,1,16
ID_ZN92,1,count 10,ID_NDF6HRIQ,10:47:33.567639,1,11,29
ID_WPP3,1,,ID_NDF6HRIQ,10:47:33.584822,1,11,29
ID_20XL,1,,ID_NDF6HRIQ,05:35:20.205700,1,1,18
ID_528W,1,count 6,ID_NDF6HRIQ,20:06:41.443753,1,12,27
ID_AS79,1,,ID_CN7B87WI,09:44:08.898429,1,12,20
ID_528W,1,,ID_CN7B87WI,14:37:25.679831,1,12,27
ID_ZN92,1,count 10,ID_L9CNOJ1K,10:47:49.466031,1,11,29
ID_WPP3,1,,ID_L9CNOJ1K,10:47:49.480296,1,11,29
ID_GVGW,1,,ID_C4AZIZ5T,10:08:55.610041,1,12,2
ID_F7QD,1,,ID_IOOTGL49,15:02:27.665450,1,3,19
ID_Y6FW,1,,ID_IOOTGL49,15:02:27.628497,1,3,19
ID_PDKH,1,,ID_0AGGFACR,08:57:35.284913,1,12,13
ID_F7QD,1,,ID_6T0IXF43,08:46:05.600102,1,5,6
ID_GWL0,1,,ID_3Z0J997V,13:19:36.517369,1,11,25
ID_GWL0,1,,ID_K9A1E0TQ,13:20:11.653531,1,11,25
ID_GWL0,1,,ID_XQNKEOS6,14:50:04.383715,1,3,29
ID_JRC2,1,,ID_8PD8UFM0,14:53:39.807455,1,2,7
ID_20XL,1,,ID_8PD8UFM0,15:20:12.943268,1,2,7
ID_PB3Q,1,,ID_S30BUOGG,10:49:13.513745,1,11,29
ID_F7QD,1,,ID_GYMCV3IZ,14:38:56.167124,1,2,7
ID_GWL0,1,,ID_ZLK4SRPS,06:16:55.102628,1,1,9
ID_I9BN,1,,ID_ZLK4SRPS,18:56:07.565640,1,1,8
ID_J883,1,,ID_ZLK4SRPS,06:19:52.759912,1,1,9
ID_1CTF,1,,ID_7RZGG64M,11:19:34.844242,1,5,15
ID_8DGC,1,,ID_7RZGG64M,11:22:27.047582,1,5,15
ID_CVUS,1,count 10,ID_NCZM5RWJ,21:32:40.771757,1,1,1
ID_528W,1,count 10,ID_NCZM5RWJ,13:58:50.366309,1,12,28
ID_51ZG,1,,ID_3XVFT864,12:15:58.426810,1,12,9
ID_GWL0,1,,ID_MM2C0XXV,13:22:49.970309,1,11,25
ID_GWL0,1,,ID_ATB9KCBY,13:21:43.346120,1,11,25
ID_1CTF,1,,ID_R4EXYBNV,13:57:28.627525,1,5,3
ID_6E1C,1,,ID_R4EXYBNV,13:54:14.365357,1,5,3
ID_GWL0,1,,ID_Y4Z0TILR,13:25:59.912910,1,11,25
ID_WPP3,1,,ID_RZN46M5X,10:56:54.873206,1,11,29
ID_ZN92,1,,ID_RZN46M5X,10:56:54.854582,1,11,29
ID_528W,1,,ID_JSNYEUBE,04:37:16.740652,1,1,2
ID_20XL,1,,ID_ZNFNIJ1B,09:56:38.488091,1,2,1
ID_JRC2,1,,ID_ZNFNIJ1B,09:55:42.789963,1,2,1
ID_AL6C,1,,ID_T7Y6FDLX,10:55:05.831897,1,11,29
ID_528W,1,count 10,ID_T7Y6FDLX,16:52:40.444885,1,1,15
ID_WOVD,1,count 10,ID_T7Y6FDLX,11:53:48.607858,1,11,29
ID_F7QD,1,,ID_JXNWVIZM,14:57:00.621105,1,2,30
ID_51ZG,1,,ID_D3L7NLUP,07:31:20.107805,1,3,9
ID_0D02,1,,ID_DPVEP2YC,11:58:00.783536,1,2,16
ID_2MIC,1,,ID_DPVEP2YC,11:58:00.802000,1,2,16
ID_0W7H,1,,ID_DPVEP2YC,11:58:00.770039,1,2,16
ID_JRC2,1,,ID_DPVEP2YC,09:14:34.541240,1,2,13
ID_UB7R,1,,ID_DPVEP2YC,11:58:00.792698,1,2,16
ID_KU2G,1,,ID_DPVEP2YC,09:05:30.936561,1,2,13
ID_F7QD,1,,ID_S4XIIL0Z,14:00:49.809180,1,3,17
ID_VGMZ,1,,ID_S4XIIL0Z,09:56:48.127824,1,5,11
ID_20XL,1,,ID_S4XIIL0Z,13:32:36.783817,1,3,16
ID_BXIL,1,count 10,ID_S4XIIL0Z,08:07:55.311181,1,3,29
ID_0W7H,1,,ID_S4XIIL0Z,06:47:36.138506,1,4,7
ID_2MIC,1,,ID_S4XIIL0Z,06:47:36.187399,1,4,7
ID_UB7R,1,,ID_S4XIIL0Z,06:47:36.173661,1,4,7
ID_0D02,1,,ID_S4XIIL0Z,06:47:36.158890,1,4,7
ID_F7QD,1,,ID_I1NV5YMX,06:05:45.606955,1,5,24
ID_IMTG,1,count 9,ID_I1NV5YMX,05:43:55.810589,1,5,15
ID_XZ71,1,,ID_I1NV5YMX,05:55:09.981405,1,5,24
ID_WZ0H,1,,ID_I1NV5YMX,05:27:37.990364,1,5,15
ID_528W,1,count 10,ID_P916FDBR,08:07:41.221724,1,1,7
ID_X2AS,1,,ID_L9W91HXK,14:51:18.812604,1,3,29
ID_GWL0,1,,ID_2Z4R465G,13:32:57.900968,1,11,25
ID_89DI,1,,ID_5EB6M8AQ,14:54:13.951420,1,3,29
ID_I9BN,1,,ID_5EB6M8AQ,16:17:05.743458,1,3,3
ID_KU2G,1,count 10,ID_XVFHO74F,04:38:14.611720,1,3,18
ID_20XL,1,,ID_XVFHO74F,04:38:45.640507,1,3,18
ID_BXIL,1,,ID_XVFHO74F,07:49:33.899260,1,3,18
ID_JRC2,1,,ID_XVFHO74F,04:37:52.947608,1,3,18
ID_GVGW,1,,ID_VX60U9SH,09:39:27.904164,1,11,21
ID_AS79,1,count 10,ID_H4D3KSU0,10:02:26.596131,1,12,20
ID_UB7R,1,,ID_V4H54JR5,21:15:18.172183,1,3,26
ID_2MIC,1,,ID_V4H54JR5,21:15:18.192529,1,3,26
ID_F7QD,1,,ID_9NAOHSCD,16:04:03.878401,1,12,13
ID_X2AS,1,,ID_7WGVCDZH,14:54:36.564884,1,3,29
ID_OXOJ,1,,ID_7WGVCDZH,14:03:55.129132,1,1,23
ID_9TS1,1,,ID_7WGVCDZH,12:34:21.052862,1,3,29
ID_WOVD,1,,ID_NQWWDZZK,11:00:38.505010,1,11,29
ID_AS79,1,,ID_DTAJT7N7,10:05:40.613392,1,12,20
ID_F7QD,1,,ID_QIGNV59D,09:37:41.612489,1,12,14
ID_2MIC,1,,ID_TENVI7LV,16:31:21.478276,1,2,31
ID_I9BN,1,,ID_TENVI7LV,20:32:26.948050,1,2,31
ID_20XL,1,,ID_TENVI7LV,23:40:14.533185,1,2,31
ID_UB7R,1,count 10,ID_TENVI7LV,18:21:18.524180,1,2,31
ID_JRC2,1,,ID_TENVI7LV,12:55:50.680215,1,3,1
ID_AS79,1,,ID_BJZH475Z,10:05:52.018600,1,12,20
ID_528W,1,,ID_BJZH475Z,11:06:18.385406,1,12,27
ID_F7QD,1,,ID_A97AWMTX,13:24:41.338225,1,12,29
ID_F7QD,1,,ID_TGHNIZBN,11:16:52.148135,1,2,23
ID_NKJR,1,,ID_TGHNIZBN,02:47:10.133216,1,2,3
ID_IVH9,1,,ID_TGHNIZBN,02:47:10.149433,1,2,3
ID_20XL,1,,ID_TGHNIZBN,11:06:28.241945,1,3,3
ID_89DI,1,count 10,ID_HIP3BBQE,11:07:23.103139,1,3,29
ID_5NAE,1,count 10,ID_HIP3BBQE,09:56:16.296530,1,3,29
ID_YCUK,1,,ID_HIP3BBQE,11:31:42.058548,1,4,29
ID_BXIL,1,,ID_HIP3BBQE,13:56:35.835823,1,4,15
ID_9TS1,1,count 10,ID_HIP3BBQE,05:55:26.133108,1,3,30
ID_UILN,1,,ID_VDIIC7E0,19:38:24.950153,1,11,19
ID_PJZC,1,,ID_VDIIC7E0,19:40:06.509640,1,11,19
ID_GWL0,1,,ID_VDIIC7E0,13:41:57.119558,1,11,27
ID_528W,1,count 10,ID_5Y8QGZWR,07:14:34.644714,1,1,3
ID_GWL0,1,,ID_GLJCVU42,13:20:20.490345,1,11,25
ID_WOVD,1,,ID_GLJCVU42,01:20:00.062554,1,12,15
ID_CVUS,1,count 10,ID_7Q8ED57K,21:52:30.236557,1,1,1
ID_528W,1,count 9,ID_7Q8ED57K,14:09:43.201071,1,12,27
ID_9BU8,1,,ID_G4B6A6IG,10:59:41.538432,1,5,6
ID_WZ0H,1,,ID_G4B6A6IG,11:03:15.597853,1,5,27
ID_2MIC,1,,ID_4NFD9IXG,23:10:00.131817,1,2,14
ID_0D02,1,,ID_4NFD9IXG,23:10:00.104270,1,2,14
ID_0W7H,1,,ID_4NFD9IXG,23:10:00.083832,1,2,14
ID_UB7R,1,count 6,ID_4NFD9IXG,23:10:00.119223,1,2,14
ID_V0FX,1,,ID_4NFD9IXG,17:51:57.345077,1,5,5
ID_528W,1,,ID_QPFW2FST,14:44:54.474367,1,1,4
ID_KU2G,1,,ID_8NFER3P5,13:31:23.320231,1,3,19
ID_BARV,1,,ID_8NFER3P5,13:52:50.232998,1,3,16
ID_IQLI,1,,ID_2OFDB799,13:23:12.065358,1,1,10
ID_5KD8,1,,ID_5YZCO4PJ,16:23:59.379675,1,3,5
ID_20XL,1,,ID_HJMH2MTD,06:25:46.777210,1,3,21
ID_F7QD,1,,ID_JMUE741R,14:40:09.933952,1,2,7
ID_GAV9,1,,ID_V0WKYQYZ,23:43:28.298061,1,3,8
ID_GAV9,1,,ID_06Y2VDXK,16:05:17.855469,1,3,5
ID_F7QD,1,,ID_5GEBGYDD,06:09:37.561294,1,2,3
ID_AS79,1,count 10,ID_XC1A1VLP,10:26:57.928576,1,12,20
ID_GAV9,1,,ID_NFKB4RJM,09:36:03.794328,1,3,4
ID_F7QD,1,count 10,ID_M9V8J6TK,22:30:56.193263,1,3,2
ID_540G,1,count 10,ID_M9V8J6TK,20:30:18.489042,1,3,3
ID_5KD8,1,,ID_QSDZT8MB,06:37:17.952058,1,3,4
ID_528W,1,count 10,ID_QSDZT8MB,05:18:41.113332,1,2,1
ID_KU2G,1,,ID_QSDZT8MB,05:52:14.516448,1,3,4
ID_PJZC,1,,ID_4DS3ZDJ2,08:51:05.171214,1,1,15
ID_UILN,1,,ID_4DS3ZDJ2,08:54:04.860497,1,1,15
ID_F7QD,1,,ID_4DS3ZDJ2,12:45:32.080279,1,2,13
ID_56O8,1,count 6,ID_4DS3ZDJ2,13:38:47.831311,1,2,10
ID_528W,1,count 3,ID_4DS3ZDJ2,23:09:59.089470,1,12,29
ID_51ZG,1,,ID_4DS3ZDJ2,02:00:35.757782,1,5,19
ID_F7QD,1,,ID_EUNK0R90,11:44:10.737279,1,4,7
ID_X2AS,1,,ID_MUMUO4C2,14:56:46.776415,1,3,29
ID_5KD8,1,,ID_JIQLO5A7,01:32:49.244618,1,3,4
ID_GAV9,1,,ID_JIQLO5A7,01:29:07.098768,1,3,4
ID_6E1C,1,,ID_WTCHTELI,19:23:54.224874,1,11,2
ID_D3SA,1,,ID_WTCHTELI,19:23:54.200592,1,11,2
ID_F7QD,1,,ID_9M221V7O,06:57:43.027107,1,2,9
ID_FN7K,1,,ID_9M221V7O,06:57:43.013665,1,2,9
ID_GAV9,1,,ID_9M221V7O,16:46:21.768257,1,2,31
ID_6E1C,1,,ID_F6MK91DT,13:03:12.927685,1,3,2
ID_6E1C,1,,ID_GCIAFJ6I,12:58:25.841594,1,5,7
ID_528W,1,,ID_HHOBE0Z9,19:47:02.826723,1,1,8
ID_F7QD,1,,ID_J1ABH22T,08:49:41.744941,1,5,4
ID_Y6FW,1,,ID_J1ABH22T,08:49:41.722742,1,5,4
ID_IV5D,1,,ID_OQA79PHN,02:25:37.933229,1,11,22
ID_WZ0H,1,,ID_OQA79PHN,17:09:00.054651,1,4,24
ID_F7QD,1,,ID_N9O65X8T,07:58:58.517148,1,2,9
ID_FN7K,1,,ID_N9O65X8T,07:59:14.936058,1,2,9
ID_8DGC,1,,ID_M184EDQ2,18:30:44.049530,1,5,13
ID_1CTF,1,,ID_M184EDQ2,18:30:44.076380,1,5,13
ID_89DI,1,,ID_B1NUWM3A,10:51:00.052028,1,3,29
ID_X2AS,1,,ID_B1NUWM3A,10:11:05.322789,1,3,29
ID_6E1C,1,,ID_QJDLSCUH,16:55:05.645693,1,2,1
ID_I9BN,1,,ID_QJDLSCUH,13:21:35.808465,1,12,31
ID_J883,1,,ID_QJDLSCUH,13:20:16.831121,1,12,31
ID_528W,1,,ID_5S8L32U6,01:22:07.444690,1,1,12
ID_PDKH,1,,ID_4RXEQ5YU,23:44:15.671566,1,2,2
ID_56O8,1,,ID_4RXEQ5YU,23:31:44.965796,1,2,2
ID_I9BN,1,count 8,ID_88LE9TR0,15:11:06.479758,1,2,14
ID_KU2G,1,,ID_88LE9TR0,00:27:40.079976,1,3,20
ID_FZ48,1,,ID_2OFH1FAH,11:07:03.465125,1,11,11
ID_WWVF,1,,ID_2OFH1FAH,11:12:04.043815,1,11,11
ID_KESL,1,,ID_ASF2Z800,17:04:28.202762,1,2,23
ID_Y6FW,1,,ID_ASF2Z800,15:11:50.892260,1,1,19
ID_F7QD,1,count 10,ID_ASF2Z800,14:21:48.242831,1,1,19
ID_8B8I,1,,ID_ASF2Z800,17:01:46.324082,1,1,23
ID_20XL,1,,ID_ASF2Z800,17:49:14.231372,1,1,23
ID_PDKH,1,,ID_AD60AKSE,15:07:36.902385,1,1,18
ID_PDKH,1,,ID_63M10DKW,21:35:08.810144,1,12,13
ID_KU2G,1,count 10,ID_IAK3FLIY,16:11:22.045963,1,2,25
ID_8B8I,1,,ID_IAK3FLIY,20:53:03.179028,1,2,15
ID_0W7H,1,,ID_IAK3FLIY,15:58:11.450668,1,2,25
ID_56O8,1,count 10,ID_IAK3FLIY,20:48:01.624449,1,2,9
ID_2MIC,1,,ID_IAK3FLIY,15:58:11.481330,1,2,25
ID_UB7R,1,,ID_IAK3FLIY,15:58:11.472196,1,2,25
ID_0D02,1,,ID_IAK3FLIY,15:58:11.463304,1,2,25
ID_20XL,1,,ID_IAK3FLIY,17:37:59.676694,1,3,15
ID_7CF2,1,,ID_IAK3FLIY,06:22:57.211688,1,2,21
ID_GR92,1,count 10,ID_IAK3FLIY,17:27:36.688391,1,1,16
ID_JRC2,1,count 6,ID_IAK3FLIY,06:39:10.907934,1,2,4
ID_WZ0H,1,,ID_IAK3FLIY,17:46:37.181853,1,4,25
ID_PH4T,1,,ID_S7R59PDM,08:04:29.045616,1,5,11
ID_F7QD,1,,ID_S7R59PDM,07:54:44.842644,1,5,11
ID_KU2G,1,,ID_625MIF22,15:44:30.386935,1,3,4
ID_JRC2,1,count 10,ID_625MIF22,15:47:56.200616,1,3,4
ID_BXIL,1,count 10,ID_625MIF22,09:53:16.371780,1,3,30
ID_F7QD,1,,ID_Y3LOF41H,09:46:52.030507,1,3,3
ID_1DWD,1,,ID_O8MW2XO9,14:32:32.603015,1,11,25
ID_F7QD,1,,ID_L8LP653R,17:01:50.258036,1,5,11
ID_WZ0H,1,,ID_L8LP653R,04:21:21.570520,1,5,12
ID_XZ71,1,,ID_L8LP653R,04:22:53.437477,1,5,12
ID_IMTG,1,count 9,ID_L8LP653R,04:35:18.206361,1,5,15
ID_KU2G,1,,ID_PS3O6KU4,17:34:39.533751,1,3,23
ID_20XL,1,,ID_PS3O6KU4,17:35:00.335640,1,3,23
ID_AS79,1,count 10,ID_7L3EH3XB,11:33:53.841800,1,12,20
ID_AS79,1,count 10,ID_7ICXZH0P,11:38:39.284210,1,12,20
ID_528W,1,count 8,ID_7ICXZH0P,09:17:43.859657,1,12,27
ID_F7QD,1,,ID_86OG855D,11:09:01.876571,1,1,23
ID_L9R0,1,,ID_86OG855D,09:09:48.782698,1,5,5
ID_WOVD,1,,ID_86OG855D,11:52:16.179810,1,11,29
ID_PDKH,1,,ID_86OG855D,11:06:23.383817,1,11,29
ID_BXIL,1,count 10,ID_86OG855D,15:03:18.733380,1,3,24
ID_WOVD,1,,ID_9AZUA9RO,10:43:39.141185,1,11,29
ID_IVH9,1,,ID_1JJIWNNY,11:15:26.852928,1,5,10
ID_NKJR,1,,ID_1JJIWNNY,11:15:26.826544,1,5,10
ID_6E1C,1,count 10,ID_QLOZOXJS,04:03:50.973034,1,12,13
ID_540G,1,,ID_QLOZOXJS,22:49:08.395946,1,11,21
ID_WOVD,1,,ID_QLOZOXJS,18:14:11.631385,1,11,18
ID_1CTF,1,,ID_QLOZOXJS,22:08:48.199355,1,11,21
ID_AS79,1,count 10,ID_CN1J1KDR,11:40:50.109871,1,12,20
ID_F5JG,1,count 10,ID_CN1J1KDR,09:51:29.939563,1,12,22
ID_528W,1,,ID_CN1J1KDR,10:04:17.623007,1,12,29
ID_J883,1,count 10,ID_SD1IV0P4,16:57:02.135340,1,12,4
ID_528W,1,count 10,ID_SD1IV0P4,16:17:18.005100,1,1,7
ID_56O8,1,count 10,ID_24RDRQIB,12:07:41.595316,1,2,22
ID_I9BN,1,,ID_24RDRQIB,12:04:06.216021,1,3,12
ID_IV5D,1,count 10,ID_O2O4D5PJ,21:47:37.069024,1,11,22
ID_D3SA,1,,ID_GZLY8884,02:33:30.431075,1,1,21
ID_6E1C,1,,ID_GZLY8884,02:33:30.448267,1,1,21
ID_AS79,1,count 10,ID_WTMONPTK,12:05:37.845624,1,12,20
ID_528W,1,,ID_0PJ1WEGF,18:54:52.654395,1,1,2
ID_NKJR,1,,ID_1FW4CX60,17:13:14.091051,1,11,12
ID_IVH9,1,,ID_1FW4CX60,17:13:14.103251,1,11,12
ID_J883,1,,ID_A4AYQ398,09:49:04.854991,1,5,5
ID_PB3Q,1,,ID_A4AYQ398,09:49:49.925921,1,5,5
ID_F7QD,1,,ID_A4AYQ398,10:36:26.826730,1,5,5
ID_BXIL,1,,ID_3N8NLBQ3,04:44:49.353569,1,5,2
ID_1CTF,1,,ID_3N8NLBQ3,03:39:46.133230,1,5,4
ID_GVGW,1,,ID_3D9853SJ,02:55:09.666009,1,11,10
ID_G5IQ,1,,ID_ABNETIDP,08:28:43.250714,1,5,11
ID_F7QD,1,count 10,ID_ABNETIDP,06:27:19.989035,1,5,17
ID_UB7R,1,,ID_ZLKYBW6M,15:13:40.098570,1,3,2
ID_2MIC,1,,ID_ZLKYBW6M,15:13:40.115584,1,3,2
ID_CFN7,1,,ID_ZLKYBW6M,14:59:55.610009,1,5,24
ID_WOVD,1,count 3,ID_E24DDH2S,18:01:47.591805,1,4,15
ID_UU4Y,1,,ID_1UEBP0QA,20:16:12.938873,1,1,25
ID_I9BN,1,,ID_1UEBP0QA,08:19:41.163463,1,2,4
ID_528W,1,,ID_1UEBP0QA,11:03:37.643156,1,1,24
ID_I9BN,1,,ID_ZJ5HTQ26,05:59:02.572762,1,2,21
ID_E1KX,1,,ID_8M56E8YF,10:08:43.829013,1,1,1
ID_I9BN,1,,ID_9UGWM2TK,12:25:07.973433,1,12,15
ID_NKJR,1,,ID_9UGWM2TK,12:06:58.703721,1,12,15
ID_IVH9,1,,ID_9UGWM2TK,12:06:58.733768,1,12,15
ID_D3SA,1,count 10,ID_9UGWM2TK,12:41:05.765997,1,12,15
ID_6E1C,1,,ID_9UGWM2TK,12:41:05.777344,1,12,15
ID_GR92,1,,ID_8ADNLXHZ,03:39:42.865044,1,12,30
ID_6E1C,1,,ID_8ADNLXHZ,17:24:14.553156,1,1,22
ID_IQLI,1,,ID_N0S95SQ9,14:46:38.663156,1,4,23
ID_I9BN,1,,ID_I1XPPMQ5,13:46:50.870707,1,3,4
ID_I9BN,1,,ID_UK7P6U4M,15:18:03.685876,1,1,30
ID_GR92,1,,ID_5O23FG5J,11:38:09.473142,1,1,21
ID_8B8I,1,,ID_5O23FG5J,08:24:38.356004,1,2,19
ID_PDKH,1,,ID_5O23FG5J,09:46:07.570315,1,1,21
ID_JRC2,1,,ID_5O23FG5J,08:14:13.765580,1,2,5
ID_PDKH,1,,ID_XLDLB2S3,19:36:09.616658,1,1,27
ID_528W,1,,ID_KVPQRLHD,16:15:54.860633,1,12,27
ID_F7QD,1,,ID_0BV5CMJ0,07:15:46.392668,1,2,9
ID_FN7K,1,,ID_0BV5CMJ0,07:15:46.381317,1,2,9
ID_GAV9,1,,ID_0BV5CMJ0,13:39:18.171779,1,2,22
ID_528W,1,,ID_6LZJ3AJH,22:55:01.861448,1,1,30
ID_I9BN,1,,ID_9EPOZPQ5,13:55:22.780151,1,2,13
ID_F7QD,1,,ID_9EPOZPQ5,11:29:25.986495,1,2,16
ID_PDKH,1,,ID_EIA9MU95,15:05:17.376593,1,2,11
ID_I9BN,1,,ID_EIA9MU95,14:47:07.096367,1,2,11
ID_GWL0,1,,ID_9EE79QFX,13:21:04.688592,1,11,25
ID_GWL0,1,,ID_KP6BLTZK,13:22:32.861875,1,11,25
ID_GWL0,1,,ID_I24UN5OG,13:22:36.679467,1,11,25
ID_JRC2,1,,ID_2RNZ2EPG,08:59:33.971096,1,3,9
ID_GWL0,1,,ID_GL6SNPC7,14:05:56.509461,1,5,20
ID_UILN,1,,ID_GL6SNPC7,14:06:50.361557,1,5,20
ID_PJZC,1,,ID_GL6SNPC7,14:07:52.500727,1,5,20
ID_WOVD,1,,ID_GL6SNPC7,14:08:17.543284,1,5,20
ID_IVH9,1,,ID_OA1F8POO,17:43:52.760602,1,12,30
ID_528W,1,,ID_OA1F8POO,19:07:29.737341,1,12,30
ID_NKJR,1,,ID_OA1F8POO,17:43:52.747150,1,12,30
ID_GR92,1,,ID_OA1F8POO,19:10:29.382569,1,12,30
ID_1CTF,1,,ID_EYR44VRI,18:36:08.412927,1,5,13
ID_8DGC,1,count 6,ID_EYR44VRI,18:36:08.388541,1,5,13
ID_JRC2,1,,ID_KZ65274I,16:01:36.066330,1,3,1
ID_GAV9,1,,ID_2SLNRU0O,09:00:12.829388,1,2,31
ID_F7QD,1,,ID_05LLKT7G,11:06:02.815077,1,4,21
ID_KU2G,1,,ID_05LLKT7G,11:04:15.834529,1,4,21
ID_GAV9,1,,ID_07PP16YP,06:11:58.263450,1,2,25
ID_GAV9,1,,ID_IOYN8C9K,19:13:11.108386,1,2,30
ID_I9BN,1,,ID_02MW81ND,17:45:27.401423,1,1,18
ID_I9BN,1,,ID_DZJMNUMJ,06:21:25.055782,1,3,17
ID_BXIL,1,,ID_DZJMNUMJ,03:03:56.236578,1,4,18
ID_I9BN,1,,ID_G8Y8D4LC,15:19:17.339603,1,12,20
ID_528W,1,,ID_G8Y8D4LC,21:08:27.457465,1,1,12
ID_FN7K,1,,ID_Q33T0R2X,05:39:16.076630,1,2,9
ID_F7QD,1,,ID_Q33T0R2X,05:39:16.090464,1,2,9
ID_6E1C,1,,ID_O1X8HKSF,17:44:48.221607,1,2,11
ID_2MIC,1,,ID_FY16BNAY,08:54:04.016443,1,3,1
ID_UB7R,1,,ID_FY16BNAY,08:54:03.952370,1,3,1
ID_ZN92,1,count 8,ID_FY16BNAY,21:16:16.063637,1,11,29
ID_GVGW,1,,ID_FY16BNAY,17:18:08.658356,1,1,4
ID_WPP3,1,,ID_FY16BNAY,21:16:16.081339,1,11,29
ID_I9BN,1,,ID_FY16BNAY,09:33:22.505482,1,1,6
ID_PDKH,1,,ID_FY16BNAY,12:22:02.303243,1,1,3
ID_0D02,1,,ID_FY16BNAY,08:54:03.893489,1,3,1
ID_XOAY,1,,ID_FY16BNAY,09:37:32.639248,1,1,6
ID_64EM,1,,ID_FY16BNAY,18:24:59.663543,1,1,3
ID_20XL,1,,ID_FY16BNAY,22:12:47.312750,1,2,5
ID_WWVF,1,,ID_FY16BNAY,12:20:58.173132,1,1,3
ID_YCUK,1,,ID_2OX1JJHV,09:42:08.651019,1,11,21
ID_528W,1,count 7,ID_6NWT2NGR,13:27:10.634434,1,12,28
ID_20XL,1,count 10,ID_6NWT2NGR,11:40:53.326382,1,1,7
ID_GR92,1,,ID_KFTABIPD,15:03:53.682583,1,1,23
ID_JRC2,1,,ID_KFTABIPD,17:58:48.808970,1,1,23
ID_8B8I,1,,ID_KFTABIPD,15:01:34.646347,1,1,23
ID_I9BN,1,,ID_KFTABIPD,17:58:53.976232,1,1,23
ID_D3SA,1,,ID_GJ0USBJA,15:27:29.745977,1,11,25
ID_J883,1,,ID_GJ0USBJA,15:25:10.752304,1,11,25
ID_6E1C,1,,ID_GJ0USBJA,15:27:29.764468,1,11,25
ID_D3SA,1,,ID_JM8SKQTG,16:25:49.340042,1,11,6
ID_6E1C,1,,ID_JM8SKQTG,16:25:49.355144,1,11,6
ID_ZN92,1,,ID_ZMNDQR2Y,14:10:27.395016,1,12,20
ID_WPP3,1,,ID_ZMNDQR2Y,14:10:27.410596,1,12,20
ID_I9BN,1,,ID_ZMNDQR2Y,14:00:44.639170,1,12,20
ID_J883,1,,ID_ZMNDQR2Y,14:00:31.704641,1,12,20
ID_528W,1,,ID_ZMNDQR2Y,09:38:25.301628,1,12,27
ID_GAV9,1,,ID_KV3S14FS,08:16:35.956233,1,3,1
ID_528W,1,,ID_5863IYW2,14:15:43.161010,1,12,27
ID_GAV9,1,,ID_5863IYW2,23:39:07.798177,1,2,21
ID_528W,1,,ID_O6CI3US6,20:41:26.876945,1,12,28
ID_1ZWS,1,,ID_4I34FMZY,08:15:31.664178,1,2,15
ID_7YDI,1,,ID_4I34FMZY,08:15:31.646422,1,2,15
ID_GAV9,1,,ID_NFN6VRQR,05:11:32.625495,1,3,1
ID_WZ0H,1,,ID_7Y58ZYRQ,09:46:05.335513,1,4,29
ID_KU2G,1,count 6,ID_IT2FBWE1,09:20:14.561245,1,5,2
ID_Y6FW,1,count 10,ID_IT2FBWE1,09:22:12.688464,1,5,2
ID_L9R0,1,count 10,ID_IT2FBWE1,09:15:22.164672,1,5,2
ID_PJZC,1,count 10,ID_IT2FBWE1,09:25:27.447922,1,5,2
ID_UILN,1,count 10,ID_IT2FBWE1,09:26:35.852831,1,5,2
ID_J883,1,count 10,ID_IT2FBWE1,09:26:06.061415,1,5,2
ID_F7QD,1,count 10,ID_IT2FBWE1,09:22:12.713190,1,5,2
ID_WZ0H,1,count 6,ID_IT2FBWE1,09:18:12.691574,1,5,2
ID_I9BN,1,count 10,ID_IT2FBWE1,06:47:52.488591,1,3,15
ID_BXIL,1,count 10,ID_IT2FBWE1,02:56:23.757320,1,5,1
